celestialID,temperature,spectralClass,luminosity,age,life,orbitRadius,eccentricity,massDust,massGas,fragmented,density,surfaceGravity,escapeVelocity,orbitPeriod,rotationRate,locked,pressure,radius,mass
40118774,3307.0,M1 V,0.04252,1.063e+18,1.908e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,396900000,0
40118895,6772.0,F4 VI,0.1969,5.907e+16,1.437e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,203700000,0
40118932,4562.0,K2 V,0.09134,6.41e+17,7.212e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,305700000,0
40119027,2797.0,M4 V,0.0122,1.974e+18,2.298e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,297300000,0
40119091,5683.0,G2 V,1.504,2.795e+17,2.999e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,799300000,0
40119114,2945.0,M3 V,0.01414,1.805e+18,2.169e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,288600000,0
40119171,4933.0,K0 V,0.04516,1.48e+17,5.611e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,183900000,0
40119198,5179.0,G8 V,0.1424,6.4e+16,4.784e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,296200000,0
40119238,2885.0,M3 V,0.03547,5.338e+17,2.109e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,476500000,0
40119329,7446.0,F0 VI,0.7397,9.162e+16,9.96e+16,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,326600000,0
40119373,6222.0,F8 V,0.878,3.667e+16,2.206e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,509500000,0
40119473,6494.0,F6 V,2.544,1.025e+16,1.711e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,796100000,0
40119574,7362.0,F0 V,1.739,4.633e+16,9.872e+16,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,512300000,0
40119653,4883.0,K0 V,0.1123,2.519e+17,5.699e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,295900000,0
40119700,5868.0,G1 V,0.6526,1.43e+17,2.8e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,493900000,0
40119787,4560.0,K2 V,0.09925,2.695e+17,6.876e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,319000000,0
40119848,5023.0,G9 V,0.3146,2.367e+17,5.194e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,468100000,0
40119940,3613.0,K9 V,0.04835,1.031e+18,1.623e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,354600000,0
40119995,3509.0,K9 V,0.318,5.411e+17,1.592e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,964000000,0
40120070,3690.0,K8 V,0.05296,7.919e+17,1.418e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,355800000,0
40120150,4696.0,K1 V,0.1057,5.275e+17,6.276e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,310400000,0
40120204,3531.0,K9 V,0.04836,1.252e+18,1.604e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,371400000,0
40120292,5636.0,G3 V,1.401,1.556e+17,3.19e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,784500000,0
40120320,4095.0,K5 V,0.02913,6.075e+17,1.029e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,214300000,0
40120352,3796.0,K7 V,0.02305,7.777e+17,1.282e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,221900000,0
40120392,3745.0,K8 V,0.02221,6.444e+17,1.409e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,223700000,0
40120443,5323.0,G6 VI,0.0252,2.643e+17,4.173e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,118000000,0
40120465,5685.0,G2 VI,0.09557,1.266e+17,3.105e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,201400000,0
40120514,5155.0,G8 V,0.338,1.226e+17,4.764e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,460600000,0
40120590,5338.0,G6 V,0.4012,4.728e+16,4.068e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,468000000,0
40120682,5814.0,G1 VI,0.0173,2.176e+17,2.737e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,81930000,0
40120692,4622.0,K2 V,0.03867,5.641e+17,7.229e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,193800000,0
40120728,4341.0,K3 V,0.08816,4.103e+16,8.166e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,331700000,0
40120782,6809.0,F4 V,1.3,5.187e+16,1.413e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,517800000,0
40120872,5879.0,G1 VI,0.0413,1.163e+17,2.772e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,123800000,0
40120891,5066.0,G9 V,0.7989,1.577e+17,5.072e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,733300000,0
40120999,5965.0,G0 V,1.767,1.216e+17,2.569e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,786600000,0
40121079,3623.0,K9 V,0.1298,2.568e+17,1.58e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,577700000,0
40121171,5677.0,G3 VI,0.03538,2.623e+16,3.327e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,122900000,0
40121189,4321.0,K4 V,0.0774,1.502e+17,9.011e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,313700000,0
40121271,3095.0,M2 V,0.0158,2.912e+17,2.04e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,276300000,0
40121355,3507.0,K9 V,0.01945,1.281e+18,1.668e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,238800000,0
40121394,3857.0,K7 V,0.025,1.156e+18,1.305e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,223700000,0
40121449,4943.0,K0 V,0.01774,4.942e+17,5.568e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,114700000,0
40121468,5119.0,G8 VI,0.0223,8.556e+16,4.737e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,120000000,0
40121486,6108.0,F9 V,1.956,4.002e+16,2.368e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,789200000,0
40121547,4328.0,K4 V,0.01259,4.839e+17,8.831e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,126100000,0
40121562,4878.0,K0 V,0.2783,4.688e+17,5.435e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,466800000,0
40121639,5456.0,G5 V,0.1882,1.318e+17,3.703e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,306800000,0
40121715,5395.0,G5 V,0.1812,1.155e+17,3.821e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,307900000,0
40121776,4927.0,K0 V,0.04519,2.811e+17,5.396e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,184400000,0
40121801,5774.0,G2 V,1.523,1.537e+17,2.962e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,779300000,0
40121830,3766.0,K7 V,0.05959,1.169e+18,1.241e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,362500000,0
40121934,4107.0,K5 V,0.1832,8.383e+17,9.961e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,534300000,0
40122007,5280.0,G7 V,0.1543,3.492e+17,4.293e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,296700000,0
40122057,4117.0,K5 V,0.07528,7.112e+17,1.027e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,340800000,0
40122130,2044.0,M9 V,0.0202,2.789e+18,3.035e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,716200000,0
40122219,5861.0,G1 V,0.2553,9.582e+16,2.814e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,309700000,0
40122277,5685.0,G2 V,0.5781,1.252e+17,3.002e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,495400000,0
40122367,2518.0,M5 V,0.01167,6.413e+17,2.442e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,358600000,0
40122465,5304.0,G6 V,0.4256,1.728e+17,3.97e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,488200000,0
40122527,6541.0,F6 V,2.739,1.262e+17,1.759e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,814300000,0
40122607,3648.0,K8 V,0.1368,1.208e+18,1.457e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,585000000,0
40122694,5046.0,G9 VI,0.05193,1.863e+17,5.202e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,188400000,0
40122735,6855.0,F4 V,3.211,5.574e+16,1.462e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,802900000,0
40122810,5416.0,G5 V,0.1769,1.194e+17,3.789e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,301900000,0
40122861,6530.0,F6 V,1.029,1.611e+16,1.74e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,500900000,0
40122947,5596.0,G3 V,0.2116,4.621e+16,3.168e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,309300000,0
40123001,4305.0,K4 V,0.03082,6.339e+17,8.688e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,199400000,0
40123041,5437.0,G5 V,0.182,1.972e+17,3.722e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,303900000,0
40123096,2898.0,M3 V,0.01433,1.784e+18,2.135e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,300100000,0
40123169,3506.0,K9 V,0.01929,1.033e+18,1.637e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,237800000,0
40123207,5366.0,G6 V,0.4306,2.954e+17,4.059e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,479800000,0
40123267,6632.0,F5 V,1.123,1.266e+17,1.594e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,507100000,0
40123367,3901.0,K6 V,0.1718,8.257e+17,1.173e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,573500000,0
40123466,6463.0,F6 V,1.004,4.869e+16,1.747e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,505200000,0
40123569,6609.0,F5 VI,0.4467,1.463e+17,1.625e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,322200000,0
40123632,7323.0,F1 IV,10.38,3.838e+16,1.046e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1265000000,0
40123689,6062.0,F9 V,1.936,2.128e+17,2.295e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,797100000,0
40123801,3867.0,K7 V,0.0243,1.302e+17,1.274e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,219500000,0
40123848,6433.0,F6 V,2.663,5.109e+16,1.764e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,830200000,0
40123935,5685.0,G2 VI,0.03675,2.622e+17,3.079e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,124900000,0
40123953,5075.0,G9 VI,0.01995,3.177e+17,4.992e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,115400000,0
40123974,5826.0,G1 V,0.6544,2.117e+17,2.758e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,501800000,0
40124022,3894.0,K7 V,0.05935,6.393e+17,1.319e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,338300000,0
40124072,4993.0,K0 V,0.1152,1.156e+17,5.591e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,286700000,0
40124129,5630.0,G3 V,0.224,1.717e+17,3.277e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,314300000,0
40124209,3943.0,K6 V,0.06446,3.815e+17,1.118e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,343800000,0
40124274,4503.0,K2 V,0.09295,3.665e+17,7.073e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,316600000,0
40124333,5586.0,G3 VI,0.03609,2.96e+17,3.25e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,128200000,0
40124347,5893.0,G0 V,0.7215,2.333e+17,2.615e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,514900000,0
40124422,5941.0,G0 V,0.7407,1.03e+17,2.527e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,513500000,0
40124507,7219.0,F1 V,4.039,7.49e+16,1.046e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,811800000,0
40124589,5603.0,G3 V,0.2245,6.336e+16,3.272e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,317700000,0
40124654,2643.0,M5 V,0.02899,8.295e+17,2.429e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,513000000,0
40124711,4738.0,K1 V,0.0421,4.769e+17,6.352e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,192500000,0
40124739,4593.0,K2 V,0.03744,4.039e+17,7.256e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,193100000,0
40124773,3646.0,K8 V,0.05391,3.375e+17,1.435e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,367700000,0
40124836,6536.0,F6 V,2.663,7.512e+16,1.735e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,804200000,0
40124923,3546.0,K9 V,0.05125,1.414e+18,1.621e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,379000000,0
40125003,4901.0,K0 IV,1.867,5.168e+17,5.589e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1197000000,0
40125088,5750.0,G2 VI,0.01504,1.931e+17,3.08e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,78090000,0
40125105,2718.0,M4 V,0.01233,2.721e+17,2.24e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,316400000,0
40125122,5397.0,G5 V,0.4534,6.992e+16,3.737e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,486700000,0
40125232,4898.0,K0 V,0.04563,2.85e+17,5.493e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,187500000,0
40125259,5284.0,G6 V,1.055,1.2e+17,4.119e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,774400000,0
40125338,3671.0,K8 V,0.02244,6.876e+17,1.479e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,234000000,0
40125375,6133.0,F9 V,0.8164,8.499e+16,2.432e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,505800000,0
40125474,6451.0,F6 VI,0.1673,9.803e+15,1.77e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,206900000,0
40125493,2680.0,M4 V,0.01255,6.559e+17,2.282e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,328300000,0
40125587,3518.0,K9 V,0.0207,2.144e+17,1.619e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,244700000,0
40125619,2862.0,M3 V,0.03506,2.01e+18,2.154e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,481300000,0
40125687,3950.0,K6 V,0.01046,6.162e+17,1.163e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,138000000,0
40125705,4972.0,K0 V,0.1191,2.477e+17,5.554e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,293900000,0
40125757,5783.0,G2 V,0.595,1.525e+17,3.043e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,485600000,0
40125850,5792.0,G1 V,0.2569,2.077e+17,2.826e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,318100000,0
40125893,5759.0,G2 V,0.247,2.52e+17,3.02e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,315500000,0
40125954,2626.0,M5 V,0.01153,2.213e+18,2.362e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,327900000,0
40126018,2327.0,M7 V,0.02459,1.434e+18,2.655e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,609700000,0
40126117,5077.0,G9 V,0.1299,2.761e+17,5.203e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,294400000,0
40126189,6727.0,F4 VI,0.4921,6.071e+16,1.474e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,326400000,0
40126239,4171.0,K5 V,0.03007,5.502e+16,1.023e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,209800000,0
40126283,3873.0,K7 IV,2.315,5.578e+17,1.289e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,2136000000,0
40126374,4505.0,K2 V,0.2496,3.049e+17,7.283e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,518400000,0
40126456,5460.0,G5 V,1.163,2.788e+17,3.793e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,761500000,0
40126540,3794.0,K7 V,0.05887,3.089e+17,1.261e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,354900000,0
40126606,5365.0,G6 V,0.4049,2.994e+17,4.029e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,465400000,0
40126662,6251.0,F8 V,2.227,1.859e+16,2.101e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,804100000,0
40126698,2879.0,M3 V,0.03631,1.344e+18,2.16e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,484000000,0
40126790,2404.0,M6 V,0.01056,2.141e+18,2.58e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,374300000,0
40126868,5965.0,G0 VI,0.01747,6.595e+16,2.566e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,78210000,0
40126882,5312.0,G6 V,0.1703,6.286e+16,4.123e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,307800000,0
40126931,7247.0,F1 V,1.641,9.696e+16,1.05e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,513600000,0
40127014,4615.0,K2 V,0.01565,8.067e+16,6.987e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,123700000,0
40127033,6525.0,F6 V,1.094,1.217e+17,1.779e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,517200000,0
40127083,4510.0,K2 V,0.09592,5.777e+17,7.151e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,320600000,0
40127149,4339.0,K3 V,0.0906,4.588e+17,7.789e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,336700000,0
40127223,3522.0,K9 V,0.01958,2.406e+17,1.617e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,237500000,0
40127297,6677.0,F5 V,1.196,4.91e+16,1.554e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,516300000,0
40127343,4133.0,K5 V,0.07199,5.71e+16,1.043e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,330700000,0
40127404,3507.0,K9 V,0.0197,8.865e+17,1.673e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,240300000,0
40127455,3766.0,K7 V,0.06209,1.122e+18,1.27e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,369900000,0
40127560,3973.0,K6 V,0.01071,2.426e+17,1.113e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,138000000,0
40127575,4782.0,K1 V,0.01608,4.75e+17,6.32e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,116800000,0
40127592,4189.0,K4 IV,3.203,2.164e+17,8.822e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,2147000000,0
40127653,3712.0,K8 V,0.02193,6.72e+17,1.497e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,226300000,0
40127712,3618.0,K9 V,0.04921,1.111e+18,1.593e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,356800000,0
40127762,2702.0,M4 V,0.01278,1.095e+18,2.244e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,325900000,0
40127821,4105.0,K5 V,0.02877,1.649e+17,9.787e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,211900000,0
40127866,5240.0,G7 V,0.9134,4.37e+16,4.437e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,732800000,0
40127973,5006.0,G9 V,0.8151,1.563e+17,5.095e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,758500000,0
40128035,5903.0,G0 V,0.7142,9.778e+16,2.581e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,510700000,0
40128139,6937.0,F3 V,3.589,1.113e+17,1.288e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,828900000,0
40128207,3500.0,M0 V,0.04728,5.755e+17,1.811e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,373800000,0
40128288,6289.0,F7 V,0.9301,8.728e+16,1.971e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,513300000,0
40128362,5251.0,G7 VI,0.02354,2.658e+17,4.327e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,117200000,0
40128377,4930.0,K0 V,0.1156,5.202e+17,5.635e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,294500000,0
40128436,3743.0,K8 V,0.05275,1.303e+18,1.409e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,345100000,0
40128475,4135.0,K5 V,0.01191,6.742e+17,9.992e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,134300000,0
40128500,4920.0,K0 IV,0.7328,3.475e+17,5.535e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,744600000,0
40128566,5570.0,G4 V,0.5011,1.63e+17,3.5e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,480300000,0
40128641,5334.0,G6 V,0.1624,3.454e+17,4.04e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,298200000,0
40128714,2900.0,M3 V,0.01389,1.291e+18,2.105e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,294900000,0
40128775,5839.0,G1 V,1.722,1.958e+17,2.736e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,810300000,0
40128861,5209.0,G7 V,0.1447,3.259e+17,4.28e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,295100000,0
40128934,3298.0,M1 V,0.1096,5.078e+17,1.889e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,640800000,0
40128979,2151.0,M8 V,0.02189,4.992e+17,2.845e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,673400000,0
40129040,4695.0,K1 V,0.01666,1.349e+17,6.171e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,123300000,0
40129064,6570.0,F5 V,2.791,1.179e+16,1.58e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,814900000,0
40129158,4835.0,K0 V,0.2897,4.154e+17,5.649e+17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,484800000,0
40129250,2016.0,M9 V,0.01933,1.802e+18,3.077e+18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,720200000,0
